,code,fine,score,content
322,40040,50,0,在高速公路上车辆发生故障或事故后，车上人员未迅速转移到右侧路肩上或者应急车道内的
323,40050,100,0,机动车从匝道进入或驶离高速公路时不按规定使用灯光的
324,40060,100,0,机动车从匝道进入高速公路时妨碍已在高速公路内的机动车正常行驶的
325,40070,100,0,在高速公路的路肩上行驶的
326,40080,100,0,非紧急情况下在高速公路应急车道上行驶的
327,40090,100,0,机动车在高速公路上通过施工作业路段，不减速行驶的
328,40100,100,0,在高速公路上骑、轧车行道分界线的
329,40110,200,0,在高速公路上试车或学习驾驶机动车的
330,40120,100,0,在高速公路上违反规定拖曳故障车、肇事车的
331,40140,100,0,在高速公路上行驶的载货汽车车厢载人的
332,40150,100,0,在高速公路上行驶的两轮摩托车载人的
333,42040,200,2,在高速公路上行驶时，驾驶人未按规定使用安全带的
334,43010,100,3,驾驶设计最高时速低于70公里的机动车进入高速公路的
335,43020,100,3,机动车在高速公路上发生故障或交通事故后，驾驶人不按规定使用危险报警闪光灯的
336,43030,100,3,高速公路上车辆发生故障或交通事故后，不按规定设置警告标志的
337,43050,100,3,在高速公路上超速不足50%的
338,43060,100,3,在高速公路上正常情况下以低于规定最低时速行驶的
339,43111,150,3,在高速公路匝道上超车的
340,43112,150,3,在高速公路加速车道上超车的
341,43113,150,3,在高速公路减速车道上超车的
342,43120,50,3,驾驶机动车在高速公路上不按规定车道行驶的
343,46080,200,6,机动车在高速公路遇交通拥堵，占用应急车道行驶的
344,46090,100,6,驾驶中型以上载客汽车在高速公路上行驶超过规定时速未达20％的
345,46100,100,6,驾驶中型以上载货汽车在高速公路上行驶超过规定时速未达20％的
346,46110,100,6,驾驶校车在高速公路上行驶超过规定时速未达20％的
347,46120,100,6,驾驶危险物品运输车辆在高速公路上行驶超过规定时速未达20％的
348,46130,100,6,驾驶营运客车以外的机动车在高速公路行车道上停车的
349,46140,100,6,驾驶营运客车以外的机动车非紧急情况下在高速公路应急车道上停车的
350,46150,100,6,低能见度气象条件下，驾驶机动车在高速公路上不按规定行驶的
351,47010,200,12,在高速公路上倒车的
352,47020,200,12,在高速公路上逆行的
353,47030,200,12,在高速公路上穿越中央分隔带掉头的
354,47040,100,12,驾驶营运客车在高速公路行车道上停车的
355,47050,100,12,驾驶营运客车非紧急情况下在高速公路应急车道上停车的
356,47060,100,12,驾驶中型以上载客汽车在高速公路上行驶超过规定时速20％以上未达50%的
357,47070,100,12,驾驶中型以上载货汽车在高速公路上行驶超过规定时速20％以上未达50%的
358,47080,100,12,驾驶校车在高速公路上行驶超过规定时速20％以上未达50%的
359,47090,100,12,驾驶危险物品运输车辆在高速公路上行驶超过规定时速20％以上未达50%的
360,47100,500,12,驾驶中型以上载客汽车在高速公路上行驶超过规定时速50％的
361,47110,500,12,驾驶中型以上载货汽车在高速公路上行驶超过规定时速50％的
362,47120,500,12,驾驶校车在高速公路上行驶超过规定时速50％的
363,47130,500,12,驾驶危险物品运输车辆在高速公路上行驶超过规定时速50％的
364,,,,
365,50021,3000,0,伪造、变造机动车号牌的
366,50031,3000,0,伪造、变造机动车行驶证的
367,50041,2000,0,伪造、变造机动车检验合格标志的
368,50051,2000,0,伪造、变造机动车保险标志的
369,50061,3000,0,伪造、变造机动车驾驶证的
370,50075,2000,0,使用伪造、变造的机动车登记证书的（驾驶摩托车、拖拉机的）
371,50076,2500,0,使用伪造、变造的机动车登记证书的（驾驶非营运载客汽车的）
372,50077,3000,0,使用伪造、变造的机动车登记证书的（驾驶货运机动车的）
373,50078,3500,0,使用伪造、变造的机动车登记证书的（驾驶其他类型机动车的）
374,50079,4000,0,使用伪造、变造的机动车登记证书的（驾驶营运载客汽车的）
375,50105,1000,0,使用伪造、变造的机动车检验合格标志的（驾驶摩托车、拖拉机的）
376,50106,2000,0,使用伪造、变造的机动车检验合格标志的（驾驶非营运载客汽车的）
377,50107,2000,0,使用伪造、变造的机动车检验合格标志的（驾驶货运机动车的）
378,50108,2000,0,使用伪造、变造的机动车检验合格标志的（驾驶其他类型机动车的）
379,50109,2500,0,使用伪造、变造的机动车检验合格标志的（驾驶营运载客汽车的）
380,50115,1000,0,使用伪造、变造的机动车保险标志的（驾驶摩托车、拖拉机的）
381,50116,2000,0,使用伪造、变造的机动车保险标志的（驾驶非营运载客汽车的）
382,50117,2000,0,使用伪造、变造的机动车保险标志的（驾驶货运机动车的）
383,50118,2000,0,使用伪造、变造的机动车保险标志的（驾驶其他类型机动车的）
384,50119,2500,0,使用伪造、变造的机动车保险标志的（驾驶营运载客汽车的）
385,50134,2000,0,使用其他车辆的机动车登记证书的（驾驶摩托车、拖拉机的）
386,50135,2500,0,使用其他车辆的机动车登记证书的（驾驶非营运载客汽车的）
387,50136,3000,0,使用其他车辆的机动车登记证书的（驾驶货运机动车的）
388,50137,3500,0,使用其他车辆的机动车登记证书的（驾驶其他类型机动车的）
389,50138,4000,0,使用其他车辆的机动车登记证书的（驾驶营运载客汽车的）
390,50164,2000,0,使用其他车辆的机动车检验合格标志的（驾驶摩托车、拖拉机的）
391,50165,2500,0,使用其他车辆的机动车检验合格标志的（驾驶非营运载客汽车的）
392,50166,3000,0,使用其他车辆的机动车检验合格标志的（驾驶货运机动车的）
393,50167,3500,0,使用其他车辆的机动车检验合格标志的（驾驶其他类型机动车的）
394,50168,4000,0,使用其他车辆的机动车检验合格标志的（驾驶营运载客汽车的）
395,50174,2000,0,使用其他车辆的机动车保险标志的（驾驶摩托车、拖拉机的）
396,50175,2500,0,使用其他车辆的机动车保险标志的（驾驶非营运载客汽车的）
397,50176,3000,0,使用其他车辆的机动车保险标志的（驾驶货运机动车的）
398,50177,3500,0,使用其他车辆的机动车保险标志的（驾驶其他类型机动车的）
399,50178,4000,0,使用其他车辆的机动车保险标志的（驾驶营运载客汽车的）
400,50180,1000,0,强迫驾驶人违反交通安全法律、法规和安全驾驶要求驾驶机动车，造成交通事故但尚不构成犯罪的
401,50190,1000,0,故意损毁交通设施，造成危害后果，尚不构成犯罪的
402,50200,1000,0,故意移动交通设施，造成危害后果，尚不构成犯罪的
403,50210,1000,0,故意涂改交通设施，造成危害后果，尚不构成犯罪的
404,50220,1000,0,非法拦载机动车，不听劝阻，造成交通严重阻塞、较大财产损失的
405,50230,1000,0,非法扣留机动车辆，不听劝阻，造成交通严重阻塞、较大财产损失的
406,50240,1000,0,道路两侧及隔离带上种植物或设置广告牌、管线等，遮挡路灯、交通信号灯、交通标志，妨碍安全视距拒不排除障碍的
407,50250,1000,0,道路两侧及隔离带上种植物或设置广告牌、管线等，遮挡路灯、交通信号灯、交通标志，妨碍安全视距的
408,50260,10000,0,擅自挖掘道路影响交通安全的
409,50270,10000,0,擅自占用道路施工影响交通安全的
410,50280,10000,0,从事其他影响交通安全活动的
411,50290,10000,0,出售已达到报废标准的机动车的
412,50300,100,0,其他机动车喷涂特种车特定标志图案的
413,50310,10000,0,生产拼装机动车的
414,50320,10000,0,生产擅自改装的机动车的
415,50330,10000,0,销售拼装机动车的
416,50340,10000,0,销售擅自改装的机动车的
417,50350,200,0,服用国家管制的精神药品或麻醉药品仍继续驾驶的
418,50360,100,0,患有妨碍安全驾驶机动车的疾病仍继续驾驶的
419,50370,100,0,过度疲劳仍继续驾驶的
420,50381,200,0,重型、中型载货汽车及其挂车的车身或者车厢后部未按照规定喷涂放大的牌号的
421,50382,200,0,重型、中型载货汽车及其挂车的车身或者车厢后部放大的牌号不清晰的
422,50390,0,0,对符合暂扣和吊销机动车驾驶证情形，机动车驾驶证被扣留后驾驶人无正当理由逾期未接受处理的
423,50400,0,0,以欺骗、贿赂手段取得机动车牌证的
424,50410,0,0,以欺骗、贿赂手段取得驾驶证的
425,50420,0,0,12个月内累积记分达到12分拒不参加学习也不接受考试的
426,50430,0,0,车辆被扣留后，经公告三个月后仍不来接受处理的
427,50440,10000,0,机动车安全技术检验机构出具虚假检验结果的
428,50450,0,0,擅自停止使用停车场或改作他用的
429,50462,5000,0,运输单位的客运车辆载客超员，经处罚不改的
430,50463,2000,0,运输单位的货运车辆超载，经处罚不改的
431,50464,2000,0,运输单位的客运车辆违反规定载货，经处罚不改的
432,50465,2000,0,运输单位的货运车辆违反规定载客，经处罚不改的
433,50480,20,0,未经许可，占用道路从事非交通活动的
434,50560,0,0,在一个记分周期内累积记分达到十二分的
435,56030,500,6,以隐瞒、欺骗手段补领机动车驾驶证的
436,57015,2000,12,使用伪造、变造的机动车号牌的(驾驶摩托车、拖拉机的)
437,57016,2500,12,使用伪造、变造的机动车号牌的(驾驶非营运载客汽车的)
438,57017,3000,12,使用伪造、变造的机动车号牌的(驾驶货运机动车的)
439,57018,3500,12,使用伪造、变造的机动车号牌的(驾驶其他类型机动车的)
440,57019,4000,12,使用伪造、变造的机动车号牌的(驾驶营运载客汽车的)
441,57025,2000,12,使用伪造、变造的机动车行驶证的(驾驶摩托车、拖拉机的)
442,57026,2500,12,使用伪造、变造的机动车行驶证的(驾驶非营运载客汽车的)
443,57027,3000,12,使用伪造、变造的机动车行驶证的(驾驶货运机动车的)
444,57028,3500,12,使用伪造、变造的机动车行驶证的(驾驶其他类型机动车的)
445,57029,4000,12,使用伪造、变造的机动车行驶证的(驾驶营运载客汽车的)
446,57035,2000,12,使用伪造、变造的机动车驾驶证的(驾驶摩托车、拖拉机的)
447,57036,2500,12,使用伪造、变造的机动车驾驶证的(驾驶非营运载客汽车的)
448,57037,3000,12,使用伪造、变造的机动车驾驶证的(驾驶货运机动车的)
449,57038,3500,12,使用伪造、变造的机动车驾驶证的(驾驶其他类型机动车的)
450,57039,4000,12,使用伪造、变造的机动车驾驶证的(驾驶营运载客汽车的)
451,57045,2000,12,使用其他车辆的机动车号牌的(驾驶摩托车、拖拉机的)
452,57046,2500,12,使用其他车辆的机动车号牌的(驾驶非营运载客汽车的)
453,57047,3000,12,使用其他车辆的机动车号牌的(驾驶货运机动车的)
454,57048,3500,12,使用其他车辆的机动车号牌的（驾驶其他类型机动车的）
455,57049,4000,12,使用其他车辆的机动车号牌的(驾驶营运载客汽车的)
456,57055,2000,12,使用其他车辆的机动车行驶证的(驾驶摩托车、拖拉机的)
457,57056,2500,12,使用其他车辆的机动车行驶证的(驾驶非营运载客汽车的)
458,57057,3000,12,使用其他车辆的机动车行驶证的(驾驶货运机动车的)
459,57058,3500,12,使用其他车辆的机动车行驶证的（驾驶其他类型机动车的）
460,57059,4000,12,使用其他车辆的机动车行驶证的(驾驶营运载客汽车的)
461,60010,100,0,牵引故障机动车时，被牵引的机动车除驾驶人外载人的
462,60020,100,0,牵引故障机动车时，被牵引的机动车拖带挂车的
463,60030,100,0,牵引故障机动车时，被牵引的机动车宽度大于牵引的机动车的
464,60040,100,0,使用软连接装置牵引故障机动车时，牵引车与被牵引车之间未保持安全距离的
465,60050,100,0,牵引制动失效的被牵引车，未使用硬连接牵引装置的
466,60060,100,0,使用汽车吊车牵引车辆的
467,60070,100,0,使用轮式专用机械牵引车辆的
468,60080,100,0,使用摩托车牵引车辆的
469,60090,100,0,牵引摩托车的
470,60100,100,0,未使用专用清障车拖曳转向或照明、信号装置失效的机动车的
471,60110,50,0,在高速公路或城市快速路以外的道路上行驶时，驾驶人未按规定使用安全带的
472,60120,50,0,摩托车后座乘坐不满十二周岁未成年人的
473,60130,50,0,驾驶轻便摩托车载人的
474,60140,100,0,机动车载物行驶时遗洒、飘散载运物的
475,60171,50,0,驾驶载客汽车以外的其他机动车载人超过核定人数的（超1人）
476,60172,100,0,驾驶载客汽车以外的其他机动车载人超过核定人数的（超2人）
477,60173,150,0,驾驶载客汽车以外的其他机动车载人超过核定人数的（超3人）
478,60174,200,0,驾驶载客汽车以外的其他机动车载人超过核定人数的（超4人以上）
479,60180,200,0,补领机动车驾驶证后，继续使用原机动车驾驶证的
480,60190,200,0,发生交通事故后，应当自行撤离现场而未撤离，造成交通堵塞的
481,60220,,,饮酒或醉酒后驾驶机动车发生重大交通事故，构成犯罪的
482,60230,50,0,驾驶机动车在高速公路、城市快速路以外的道路上不按规定车道行驶的
483,60240,200,0,机动车驾驶人在实习期内驾驶公共汽车、营运客车或者执行任务的警车、消防车、救护车、工程救险车以及载有爆炸物品、易燃易爆化学物品、剧毒或者放射性等危险物品的机动车的
484,60250,200,0,机动车驾驶人在实习期内驾驶牵引挂车的
485,60260,200,0,机动车驾驶人在实习期内驾驶机动车上高速公路行驶，无相应或者更高准驾车型驾驶证三年以上的驾驶人陪同的
486,60270,200,0,驾驶机动车未按规定粘贴、悬挂实习标志的
487,60280,200,0,驾驶机动车未按规定粘贴、悬挂残疾人机动车专用标志的
488,60290,200,0,持有大型客车、牵引车、城市公交车、中型客车、大型货车驾驶证的驾驶人，未按照规定申报变更信息的
489,60300,500,0,机动车驾驶人身体条件发生变化不适合驾驶机动车，仍驾驶机动车的
490,60310,500,0,逾期不参加审验的
491,60320,,0,醉酒后驾驶机动车的
492,60330,,0,醉酒后驾驶营运机动车的
493,60340,5000,0,饮酒后驾驶营运机动车的
494,60350,1500,0,因饮酒后驾驶机动车被处罚，再次饮酒后驾驶机动车的
495,60360,100,0,挂车的灯光信号、制动、连接、安全防护等装置不符合国家标准的
496,60370,100,3,挂车载人的
497,60381,50,0,货运机动车驾驶室载人超过核定人数的（超1人）
498,60382,100,0,货运机动车驾驶室载人超过核定人数的（超2人）
499,60383,150,0,货运机动车驾驶室载人超过核定人数的（超3人）
500,60384,200,0,货运机动车驾驶室载人超过核定人数的（超4人以上）
501,,,,
502,70010,500,0,购买汽车未在购买后30日内申请注册登记的
503,70020,100,0,购买其他机动车未在购买后30日内申请注册登记的
504,70030,100,0,擅自增加搭乘人员座位的
505,70040,100,0,使用镜面反光遮阳膜的
506,70050,1000,0,载运爆炸物品、易燃易爆化学物品以及剧毒、放射性危险物品的车辆，未按照规定安装、使用符合国家标准的行驶记录仪的
507,70060,500,0,应安装行驶记录仪的车辆，安装的汽车行驶记录仪不能正常使用的
508,70070,1000,0,擅自改变机动车已登记结构的
509,70080,1000,0,擅自改变机动车已登记构造的
510,70090,1000,0,擅自改变机动车已登记特征的
511,70100,1000,0,擅自改变机动车型号的
512,70110,1000,0,擅自改变发动机号的
513,70120,1000,0,擅自改变车架号的
514,70130,1000,0,擅自改变车辆识别代号的
515,70140,500,0,使用已擅自改变登记结构的机动车的
516,70150,500,0,使用已擅自改变登记构造的机动车的
517,70160,500,0,使用已擅自改变登记特征的机动车的
518,70170,500,0,使用已擅自改变型号的机动车的
519,70180,500,0,使用已擅自改变发动机号的机动车的
520,70190,500,0,使用已擅自改变车架号的机动车的
521,70200,500,0,使用已擅自改变车辆识别代号的机动车的
522,70210,0,0,占用道路从事集市贸易、摆摊设点、打谷晒粮等妨碍交通安全的行为的
523,70220,50,0,用于营运的载货汽车和大、中型载客汽车（城市公交车除外），驾驶室两侧未喷涂营运单位名称的
524,70230,50,0,用于营运的载货汽车和大、中型载客汽车（城市公交车除外），驾驶室两侧未喷涂营运准载人数的
525,70240,50,0,用于营运的载货汽车和大、中型载客汽车（城市公交车除外），驾驶室两侧未喷涂营运核载质量的
526,70250,50,0,非机动车在非机动车道内逆向行驶的
527,70260,50,0,非机动车进入高等级公路、城市快速路、高架路或者其他封闭的机动车专用道的
528,70270,20,0,非机动车与相邻行驶的非机动车未保持安全距离的
529,70280,20,0,非机动车在与行人混行的道路上行驶时未避让行人
530,70290,20,0,非机动车行经人行横道时未避让行人的
531,70300,20,0,非机动车在车行道上停车滞留的
532,70310,20,0,设有转向灯的非机动车在转弯前不开启转向灯的
533,70320,20,0,自行车、电动自行车、三轮车在人行道上骑行的
534,70330,20,0,制动器失效时骑行非机动车的
535,70340,20,0,夜间无有效照明条件时骑行非机动车的
536,70350,20,0,未成年人驾驶自行车载人的
537,70360,20,0,成年人驾驶自行车在固定座椅内载2名以上儿童的
538,70370,0,0,行人进入高等级公路、城市快速路、高架路或者其他封闭的机动车专用道的
539,70380,0,0,将牲畜赶入高等级公路的
540,70390,0,0,在行车道上兜售、发送物品的
541,70400,0,0,在没有人行道的道路上，不在距离道路边缘线1米的范围内行走的
542,70410,0,0,乘坐载客汽车，车辆未停稳前上下车的
543,70420,0,0,明知驾驶人无驾驶证、饮酒驾驶机动车而去乘坐的
544,70430,0,0,搭乘电动自行车、货运三轮车、轻便摩托车、拖拉机的
545,70440,0,0,违反规定搭乘自行车、残疾人机动轮椅车的
546,70450,10,0,机动车在高等级公路发生故障和事故时，驾驶人、乘车人未按照规定离开车辆和行车道的
547,70460,100,0,在高等级公路学习驾驶机动车的
548,70470,0,0,机动车有被盗抢嫌疑的
549,70480,0,0,因交通事故收集证据需要的
550,71010,50,0,在划有公交专用车道的道路上，公共汽车不在公交专用车道内行驶的
551,71020,50,0,在划有公交专用车道的道路上，其他车辆在公共汽车营运时间内进入公交专用车道行驶的
552,71030,50,0,在公交专用车道内行驶的公共汽车，遇前方有障碍无法正常通行时临时借用相邻车道超越障碍后不驶回公交专用车道行驶的
553,71040,100,0,在高等级公路非紧急情况时在应急车道行驶的
554,71050,100,0,在高等级公路非紧急情况时在应急车道停车的
555,72010,100,0,在同方向划有2条以上机动车道的道路上，大型载客汽车、载货汽车、摩托车、拖拉机、低速载货汽车、三轮汽车、轮式专用机械车、实习期内的驾驶人驾驶的机动车在快速车道上行驶的
556,72020,100,0,在设有主路、辅路的道路上，拖拉机、低速载货汽车、三轮汽车、轮式专用机械车和摩托车在主路上行驶的
557,72030,100,0,在高等级公路骑、压车行道分界线
558,72040,100,0,在高等级公路紧急停车带、路肩上行驶的
559,73010,100,0,擅自安装和使用干扰道路交通技术监控设备装置的
560,73020,100,0,在行人遇人行道有障碍需要借用车行道通行时，不避让行人的
561,73030,100,0,机动车遇前方交通阻塞、车辆停车排队等候或者缓慢行驶时，不停车等候的
562,73040,100,0,机动车遇前方交通阻塞、车辆停车排队等候或者缓慢行驶时，不依次行驶的
563,73050,100,0,机动车遇前方交通阻塞、车辆停车排队等候或者缓慢行驶时，进入非机动车道的
564,73060,100,0,机动车遇前方交通阻塞、车辆停车排队等候或者缓慢行驶时，进入人行道行驶的
565,73070,100,0,机动车遇前方交通阻塞、车辆停车排队等候或者缓慢行驶时，鸣号催促的
566,73080,100,0,牵引机动车时，牵引车与被牵引车由实习驾驶人驾驶的
567,73090,100,0,牵引机动车时，同方向设有2条以上机动车道的，不在最右侧车道内行驶的
568,73100,100,0,牵引机动车时，道路设有主路、辅路的，不在辅路上行驶的
569,73110,100,0,拖斗车、载运危险和剧毒化学品的车辆牵引其他机动车的
570,73120,50,0,用于营运的载货汽车和大、中型载客汽车（城市公交车除外），车厢后部未喷涂放大的牌号的
571,73130,100,0,拖拉机、电瓶车、轮式专用机械车以及其他设计最高时速低于60公里的机动车进入高等级公路的
572,73140,100,0,在高等级公路穿越中央分隔带掉头的
573,73150,100,0,在高等级公路匝道上超车的
574,73160,100,0,在高等级公路加速车道上超车的
575,73170,100,0,在高等级公路减速车道上超车的
576,73180,100,0,在高等级公路试车的
577,73190,100,0,机动车在高等级公路上遇前方交通堵塞无法正常行驶时，占用最左侧车道的
578,73200,100,0,机动车在高等级公路上遇前方交通堵塞无法正常行驶时，占用对向车道的
579,73210,200,0,机动车在高等级公路上行驶时，开启后照灯的
580,76010,100,0,倒置号牌的
581,76020,100,0,非法安装两副以上号牌的
582,76030,100,0,使用残缺号牌的
583,76040,100,0,在号牌上自行安装、喷涂、粘贴反光材料的
584,76050,100,0,机动车驾驶人在实习期内驾驶接送幼儿园儿童、中小学校学生的专车的
585,76060,200,0,驾驶大、中型营运性客运车辆在22时至次日6时通行三级以下道路的
586,76070,100,0,在高等级公路倒车的
587,76080,100,0,在高等级公路逆行的
588,76090,100,0,在高等级公路车道内停车的
589,76100,200,0,机动车在高等级公路上上下乘客的
590,76110,200,0,机动车在高等级公路上装卸货物的
591,76120,200,0,在高等级公路行车道上修理车辆的
592,,,,
593,80011,50,0,驾驶号牌、证照、标志不全的车辆上路行驶(已取得检验合格标志未放置的)
594,80012,100,0,驾驶号牌、证照、标志不全的车辆上路行驶(驾驶证、行驶证遗失、损毁未补办的)
595,80013,100,0,驾驶号牌、证照、标志不全的车辆上路行驶(机动车号牌遗失、损毁未补办的)
596,80020,200,0,持有两本以上的驾驶证
597,80030,200,0,一车非法拥有两副以上号牌
598,80040,200,0,多车使用同一副号牌
599,80050,100,0,营运性客车、单位交通车不按规定站点停靠的
600,80060,100,0,前方交通阻塞，不按规定通行的
601,80070,100,0,驾驶车辆通过交叉路口不按规定减速的
602,80080,100,0,货运汽车、低速载货汽车、三轮汽车、拖拉机违反规定载人的
603,80090,100,0,驾驶机动车相互追逐的
604,80100,100,0,不服从交警指挥的
605,80110,100,0,不按规定停放车辆的
606,80120,100,0,不按规定使用警报器、标志灯具的
607,80130,200,0,在禁止通行的时间、路段、车道内行驶的
608,80140,200,0,不按规定左转、调头的
609,80150,200,0,不按规定申领临时通行牌证、教练车号的
610,80160,200,0,驾驶不按规定检验、检验不合格车辆的
611,80210,50,0,在禁止通行的时间、路段、车道内行驶的
612,80220,50,0,逆向行驶的
613,80230,50,0,不按信号指示行驶的
614,80240,50,0,在人行道上行驶的
615,80250,50,0,非下肢残疾人驾驶残疾人机动轮椅车上道路行驶的
616,80310,20,0,在机动车道上招乘营运性车辆的
617,80320,20,0,在车行道上从机动车左侧上下车的
618,80330,20,0,侧坐或者背向驾驶人骑坐二轮、侧三轮摩托车的
619,80340,20,0,将身体伸出行驶的机动车外的
620,80350,20,0,不按照交通信号、标志、交通警察指挥通行的
621,80360,20,0,不走人行横道、地下通道、过街天桥的
622,80370,20,0,在禁止行人通行的高架桥、立交桥行走的
623,80380,20,0,跨越、倚坐道路隔离设施的
624,80390,20,0,在道路上使用滑板、旱冰鞋滑行的
625,81011,50,0,未放置保险标志的
626,81012,50,0,未携带驾驶证、行驶证的
627,82010,50,0,驾驶机动车使用手持移动电话
628,82020,50,0,驾驶机动车吸烟、饮食的
629,82030,50,0,驾驶机动车观看电视、阅读报刊、使用耳机的
630,82040,50,0,驾驶摩托车不戴专用安全头盔的
631,82050,100,0,驾驶车辆通过人行横道不按规定减速的
632,82060,100,0,违反警令、禁止、警告标志、标线的
633,82070,100,0,进入导向车道、不按规定方向行驶的
634,83010,100,0,未悬挂机动车号牌的
635,83020,100,0,车辆发生故障、交通事故，不按规定开启灯光、设置故障标志的
636,83030,100,0,违反交通信号指示不按交通信号灯规定通行的
637,83040,200,0,逆向行驶的
